,nivel_senioridade,horas_trab_dias,nivel_fadiga_mental,taxa_burnout,dias_empresa,ambi_dome_favoravel_No,ambi_dome_favoravel_Yes,genero_Female,genero_Male,tipo_empresa_Product,tipo_empresa_Service
14692,2.0,3.0,4.2,0.25,5314,1,0,0,1,1,0
14693,2.0,4.0,4.8,0.33,5253,0,1,1,0,0,1
14694,4.0,8.0,7.9,0.65,5394,1,0,1,0,0,1
14695,4.0,7.0,6.6,0.65,5250,1,0,0,1,0,1
14696,3.0,5.0,7.2,0.53,5269,1,0,0,1,1,0
14697,2.0,4.0,6.8,0.52,5433,0,1,0,1,1,0
14698,3.0,6.0,7.7,0.57,5251,0,1,0,1,0,1
14699,0.0,1.0,3.1,0.13,5528,0,1,0,1,1,0
14700,4.0,9.0,9.1,0.92,5316,1,0,0,1,0,1
14701,5.0,4.0,5.9,0.72,5578,1,0,1,0,0,1
14702,2.0,3.0,2.8,0.21,5462,0,1,1,0,1,0
14703,1.0,3.0,6.8,0.44,5483,0,1,0,1,0,1
14704,4.0,6.0,6.4,0.6,5390,1,0,0,1,0,1
14705,1.0,3.0,5.7,0.43,5249,0,1,1,0,1,0
14707,3.0,4.0,5.9,0.34,5590,0,1,0,1,1,0
14708,2.0,4.0,3.7,0.28,5274,0,1,0,1,0,1
14709,1.0,1.0,5.0,0.27,5590,0,1,1,0,1,0
14710,4.0,8.0,7.1,0.6,5394,0,1,1,0,0,1
14711,3.0,7.0,6.0,0.52,5289,1,0,0,1,0,1
14713,1.0,2.0,4.4,0.2,5472,0,1,1,0,0,1
14714,3.0,5.0,4.9,0.41,5392,1,0,1,0,0,1
14715,3.0,5.0,6.6,0.46,5323,0,1,0,1,1,0
14716,3.0,6.0,7.3,0.5,5274,0,1,1,0,0,1
14717,1.0,3.0,2.7,0.17,5296,1,0,0,1,0,1
14718,1.0,1.0,1.0,0.07,5579,0,1,1,0,0,1
14719,4.0,9.0,8.7,0.91,5336,1,0,0,1,1,0
14720,3.0,5.0,7.2,0.55,5296,0,1,1,0,0,1
14721,4.0,7.0,9.4,0.82,5558,0,1,0,1,0,1
14722,2.0,3.0,5.4,0.43,5400,0,1,0,1,0,1
14723,2.0,3.0,4.9,0.36,5586,0,1,0,1,1,0
14724,3.0,4.0,6.8,0.45,5522,0,1,1,0,0,1
14725,3.0,8.0,7.9,0.77,5551,0,1,0,1,0,1
14726,3.0,6.0,7.2,0.54,5510,1,0,0,1,1,0
14727,3.0,7.0,7.4,0.62,5587,1,0,1,0,0,1
14728,3.0,6.0,6.8,0.47,5368,0,1,1,0,0,1
14729,0.0,1.0,4.0,0.21,5263,0,1,1,0,1,0
14730,3.0,4.0,6.2,0.46,5353,0,1,0,1,0,1
14731,3.0,8.0,8.6,0.74,5430,1,0,0,1,1,0
14732,1.0,4.0,5.6,0.36,5305,1,0,1,0,0,1
14733,3.0,7.0,9.9,0.92,5268,1,0,0,1,0,1
14734,1.0,2.0,0.8,0.0,5298,0,1,0,1,0,1
14735,4.0,7.0,6.9,0.68,5614,0,1,1,0,0,1
14736,2.0,3.0,5.4,0.37,5396,0,1,1,0,0,1
14737,3.0,6.0,7.6,0.61,5376,1,0,0,1,1,0
14738,2.0,4.0,5.2,0.46,5254,1,0,1,0,0,1
14740,1.0,1.0,3.5,0.22,5259,0,1,1,0,0,1
14741,4.0,7.0,6.2,0.58,5507,0,1,1,0,1,0
14742,2.0,4.0,8.2,0.64,5284,0,1,0,1,0,1
14743,3.0,4.0,4.1,0.35,5614,1,0,0,1,0,1
14745,4.0,4.0,9.1,0.82,5430,1,0,0,1,0,1
14746,0.0,1.0,4.3,0.28,5516,0,1,1,0,0,1
14747,3.0,7.0,10.0,1.0,5515,1,0,0,1,1,0
14748,2.0,2.0,1.8,0.13,5417,1,0,0,1,0,1
14749,1.0,3.0,4.9,0.26,5458,0,1,0,1,0,1
14750,3.0,6.0,7.9,0.58,5508,1,0,0,1,0,1
14751,2.0,5.0,6.8,0.53,5501,1,0,0,1,1,0
14752,4.0,7.0,6.7,0.62,5343,1,0,0,1,1,0
14753,2.0,4.0,5.9,0.29,5391,1,0,1,0,1,0
14754,1.0,3.0,3.7,0.18,5608,0,1,0,1,0,1
14755,2.0,7.0,9.2,0.78,5290,1,0,0,1,0,1
14756,2.0,6.0,6.8,0.58,5486,1,0,0,1,0,1
14757,2.0,5.0,7.5,0.59,5550,1,0,0,1,1,0
14758,2.0,4.0,7.3,0.52,5530,1,0,1,0,1,0
14759,3.0,5.0,7.7,0.64,5365,1,0,1,0,0,1
14760,5.0,8.0,5.9,0.82,5568,1,0,1,0,1,0
14761,4.0,8.0,5.9,0.77,5574,1,0,0,1,1,0
14762,3.0,7.0,8.3,0.73,5588,1,0,0,1,0,1
14763,0.0,3.0,5.3,0.3,5330,0,1,1,0,0,1
14764,3.0,7.0,8.6,0.87,5550,0,1,0,1,1,0
14765,1.0,2.0,5.0,0.33,5360,0,1,1,0,0,1
14766,3.0,4.0,5.5,0.43,5446,0,1,0,1,0,1
14767,3.0,7.0,7.3,0.52,5510,0,1,0,1,1,0
14768,1.0,1.0,2.8,0.23,5500,0,1,1,0,0,1
14769,2.0,4.0,7.7,0.7,5530,0,1,0,1,0,1
14770,3.0,7.0,6.1,0.56,5288,0,1,1,0,1,0
14771,2.0,4.0,4.7,0.42,5302,1,0,1,0,1,0
14772,0.0,1.0,4.0,0.24,5500,0,1,1,0,0,1
14773,3.0,6.0,8.5,0.68,5609,1,0,0,1,1,0
14774,1.0,1.0,1.9,0.04,5356,0,1,0,1,0,1
14775,2.0,2.0,4.5,0.29,5413,0,1,0,1,0,1
14776,4.0,8.0,10.0,0.92,5483,0,1,0,1,1,0
14777,2.0,3.0,5.1,0.26,5398,0,1,1,0,0,1
14778,4.0,4.0,7.3,0.73,5587,1,0,0,1,0,1
14779,2.0,3.0,6.2,0.5,5359,1,0,0,1,1,0
14780,4.0,7.0,6.6,0.58,5523,1,0,1,0,0,1
14781,0.0,1.0,3.6,0.26,5575,0,1,0,1,1,0
14782,1.0,3.0,4.8,0.44,5364,1,0,0,1,0,1
14783,1.0,4.0,6.3,0.51,5335,1,0,0,1,0,1
14785,2.0,4.0,7.0,0.52,5540,1,0,1,0,1,0
14787,3.0,4.0,4.4,0.38,5609,0,1,1,0,0,1
14788,1.0,3.0,4.0,0.3,5411,0,1,0,1,0,1
14789,5.0,10.0,10.0,1.0,5281,1,0,0,1,0,1
14790,1.0,2.0,4.8,0.41,5406,1,0,1,0,0,1
14791,4.0,6.0,5.8,0.5,5487,0,1,0,1,1,0
14792,1.0,2.0,5.9,0.31,5304,0,1,1,0,0,1
14794,3.0,5.0,7.1,0.49,5349,0,1,0,1,0,1
14795,1.0,4.0,4.1,0.31,5470,0,1,1,0,0,1
14796,3.0,5.0,5.3,0.48,5330,0,1,0,1,0,1
14797,2.0,4.0,6.2,0.55,5609,1,0,0,1,0,1
14798,4.0,8.0,9.7,0.83,5432,0,1,0,1,0,1
14799,2.0,3.0,4.2,0.24,5419,0,1,0,1,1,0
14800,2.0,2.0,2.9,0.14,5573,0,1,1,0,1,0
14801,4.0,9.0,10.0,0.93,5512,1,0,0,1,1,0
14802,3.0,6.0,5.6,0.52,5296,1,0,0,1,0,1
14803,3.0,7.0,7.4,0.75,5436,1,0,0,1,1,0
14804,3.0,4.0,5.9,0.44,5289,1,0,0,1,0,1
14805,0.0,1.0,3.3,0.2,5566,0,1,0,1,0,1
14806,3.0,6.0,6.5,0.41,5288,0,1,1,0,0,1
14807,1.0,2.0,4.5,0.26,5483,0,1,0,1,1,0
14808,3.0,5.0,5.0,0.38,5363,1,0,0,1,1,0
14809,1.0,3.0,4.5,0.32,5390,0,1,1,0,1,0
14810,3.0,7.0,7.8,0.77,5484,1,0,1,0,0,1
14811,2.0,3.0,3.6,0.16,5376,0,1,1,0,0,1
14812,0.0,1.0,0.0,0.0,5301,1,0,1,0,0,1
14813,3.0,4.0,6.3,0.5,5608,0,1,1,0,0,1
14814,3.0,4.0,4.4,0.34,5530,0,1,1,0,1,0
14815,0.0,1.0,1.6,0.04,5486,0,1,1,0,0,1
14816,2.0,4.0,4.5,0.36,5306,0,1,0,1,0,1
14817,3.0,5.0,4.6,0.4,5365,0,1,1,0,1,0
14818,2.0,6.0,6.2,0.56,5603,1,0,0,1,0,1
14819,3.0,5.0,5.6,0.47,5523,0,1,1,0,1,0
14820,1.0,2.0,5.9,0.2,5607,1,0,1,0,1,0
14821,3.0,7.0,7.0,0.68,5296,1,0,0,1,1,0
14822,1.0,2.0,5.6,0.42,5519,0,1,1,0,0,1
14823,0.0,2.0,2.5,0.19,5614,1,0,1,0,0,1
14824,3.0,5.0,5.9,0.4,5384,1,0,0,1,1,0
14825,3.0,6.0,6.6,0.64,5445,1,0,0,1,0,1
14826,3.0,8.0,8.0,0.81,5609,1,0,1,0,0,1
14827,2.0,4.0,7.3,0.69,5504,0,1,1,0,0,1
14828,2.0,2.0,4.2,0.2,5596,1,0,1,0,0,1
14829,2.0,6.0,5.8,0.53,5358,1,0,0,1,0,1
14830,1.0,3.0,6.7,0.47,5414,0,1,0,1,0,1
14832,3.0,7.0,9.2,0.8,5397,1,0,1,0,1,0
14833,2.0,4.0,5.9,0.3,5570,1,0,1,0,0,1
14834,1.0,3.0,5.8,0.36,5333,1,0,0,1,1,0
14835,4.0,7.0,5.9,0.69,5537,1,0,1,0,0,1
14837,3.0,6.0,7.2,0.53,5353,0,1,1,0,0,1
14838,3.0,7.0,7.1,0.67,5286,0,1,0,1,1,0
14840,2.0,4.0,6.0,0.43,5468,1,0,1,0,1,0
14841,1.0,1.0,5.9,0.23,5287,1,0,0,1,0,1
14842,2.0,4.0,6.2,0.42,5376,1,0,0,1,1,0
14843,2.0,5.0,7.7,0.57,5468,1,0,1,0,0,1
14844,2.0,3.0,3.9,0.29,5478,0,1,1,0,0,1
14845,1.0,4.0,5.2,0.4,5320,1,0,1,0,0,1
14846,3.0,5.0,5.7,0.46,5447,0,1,1,0,1,0
14847,4.0,8.0,6.6,0.54,5392,1,0,0,1,0,1
14848,1.0,3.0,5.5,0.38,5523,1,0,1,0,0,1
14849,5.0,9.0,8.2,0.81,5391,0,1,0,1,0,1
14850,2.0,6.0,7.1,0.67,5557,1,0,0,1,1,0
14851,2.0,5.0,4.4,0.3,5494,0,1,1,0,0,1
14853,1.0,3.0,5.5,0.34,5250,0,1,0,1,0,1
14854,3.0,6.0,5.9,0.55,5357,1,0,1,0,1,0
14855,1.0,4.0,5.8,0.54,5478,1,0,0,1,1,0
14856,2.0,4.0,3.8,0.32,5325,0,1,1,0,1,0
14857,2.0,4.0,4.3,0.35,5292,0,1,0,1,1,0
14858,2.0,3.0,4.6,0.27,5540,0,1,1,0,0,1
14860,2.0,3.0,5.4,0.36,5419,1,0,1,0,1,0
14861,4.0,6.0,5.9,0.65,5288,1,0,0,1,0,1
14862,1.0,2.0,2.7,0.16,5352,0,1,0,1,0,1
14863,3.0,6.0,5.4,0.43,5573,1,0,0,1,0,1
14864,3.0,8.0,7.6,0.71,5513,1,0,1,0,0,1
14865,0.0,1.0,2.7,0.16,5381,0,1,1,0,0,1
14866,0.0,1.0,0.4,0.05,5519,0,1,1,0,0,1
14867,2.0,3.0,3.8,0.3,5555,0,1,1,0,1,0
14868,3.0,4.0,6.2,0.49,5544,0,1,1,0,0,1
14869,3.0,7.0,7.8,0.78,5269,0,1,1,0,1,0
14870,1.0,2.0,0.1,0.03,5472,1,0,0,1,1,0
14871,1.0,4.0,5.9,0.52,5427,0,1,0,1,1,0
14872,4.0,7.0,6.7,0.6,5346,1,0,0,1,1,0
14873,0.0,1.0,5.9,0.08,5274,0,1,0,1,1,0
14874,2.0,5.0,7.7,0.58,5322,1,0,1,0,1,0
14875,2.0,5.0,7.2,0.6,5581,0,1,0,1,0,1
14876,3.0,6.0,5.5,0.46,5479,1,0,0,1,1,0
14877,3.0,7.0,6.7,0.58,5428,1,0,0,1,1,0
14878,0.0,1.0,0.8,0.05,5401,0,1,1,0,0,1
14879,4.0,8.0,8.0,0.67,5285,0,1,1,0,0,1
14880,2.0,5.0,5.7,0.48,5606,1,0,1,0,0,1
14881,1.0,2.0,3.8,0.24,5573,0,1,0,1,1,0
14882,2.0,4.0,6.4,0.4,5530,0,1,1,0,1,0
14883,2.0,4.0,3.9,0.33,5309,0,1,1,0,1,0
14884,2.0,4.0,6.1,0.47,5492,0,1,1,0,1,0
14885,3.0,6.0,6.6,0.48,5396,0,1,1,0,0,1
14886,2.0,2.0,3.8,0.29,5424,1,0,1,0,0,1
14887,3.0,6.0,6.3,0.61,5327,1,0,1,0,0,1
14888,1.0,3.0,4.7,0.28,5567,1,0,1,0,1,0
14889,1.0,4.0,6.2,0.46,5295,0,1,0,1,1,0
14890,4.0,7.0,7.3,0.71,5384,0,1,1,0,0,1
14891,1.0,2.0,4.1,0.33,5588,0,1,0,1,0,1
14892,0.0,1.0,0.0,0.0,5362,1,0,1,0,0,1
14893,4.0,6.0,7.3,0.54,5308,1,0,0,1,0,1
14894,2.0,5.0,5.5,0.38,5362,0,1,1,0,1,0
14895,1.0,4.0,5.9,0.39,5428,0,1,0,1,1,0
14896,1.0,4.0,6.5,0.45,5592,1,0,1,0,0,1
14898,3.0,7.0,6.8,0.57,5445,0,1,0,1,1,0
14899,3.0,5.0,5.9,0.57,5379,1,0,0,1,1,0
14900,1.0,1.0,3.6,0.23,5584,1,0,1,0,0,1
14901,2.0,4.0,4.0,0.24,5456,0,1,1,0,0,1
14902,3.0,7.0,8.4,0.64,5444,1,0,0,1,1,0
14903,1.0,3.0,5.4,0.49,5572,0,1,0,1,0,1
14904,1.0,2.0,5.9,0.1,5577,0,1,1,0,0,1
14905,1.0,2.0,4.1,0.33,5394,0,1,1,0,0,1
14906,2.0,5.0,5.9,0.36,5376,1,0,1,0,1,0
14907,2.0,4.0,5.9,0.38,5309,0,1,1,0,0,1
14908,3.0,5.0,6.0,0.42,5427,0,1,1,0,0,1
14909,2.0,4.0,5.3,0.48,5466,0,1,0,1,0,1
14910,2.0,4.0,4.6,0.34,5612,0,1,1,0,1,0
14912,5.0,4.0,9.0,0.89,5402,1,0,1,0,1,0
14913,2.0,4.0,5.9,0.41,5381,0,1,0,1,0,1
14914,2.0,3.0,6.1,0.5,5597,0,1,1,0,1,0
14915,1.0,4.0,5.6,0.34,5360,1,0,1,0,0,1
14916,2.0,5.0,8.3,0.64,5469,1,0,0,1,0,1
14917,5.0,10.0,7.6,0.76,5543,1,0,0,1,0,1
14918,3.0,4.0,5.1,0.31,5450,1,0,0,1,0,1
14919,1.0,3.0,6.7,0.44,5508,0,1,0,1,1,0
14920,1.0,3.0,5.7,0.36,5539,0,1,0,1,0,1
14921,2.0,2.0,3.9,0.17,5301,0,1,0,1,1,0
14922,3.0,6.0,5.7,0.46,5392,1,0,1,0,0,1
14923,2.0,3.0,7.2,0.49,5547,0,1,0,1,0,1
14924,2.0,4.0,4.2,0.33,5566,0,1,0,1,0,1
14925,4.0,8.0,8.9,0.8,5562,1,0,0,1,0,1
14926,2.0,4.0,5.8,0.43,5251,0,1,1,0,0,1
14927,2.0,3.0,2.7,0.2,5532,0,1,1,0,0,1
14928,2.0,4.0,5.3,0.37,5458,1,0,1,0,0,1
14929,2.0,5.0,4.1,0.31,5383,1,0,1,0,0,1
14930,2.0,3.0,3.4,0.28,5265,0,1,0,1,1,0
14931,2.0,4.0,5.3,0.35,5471,1,0,1,0,0,1
14932,4.0,7.0,7.1,0.54,5388,0,1,1,0,1,0
14933,2.0,5.0,7.1,0.54,5535,1,0,0,1,0,1
14934,2.0,4.0,5.5,0.35,5317,0,1,1,0,1,0
14935,2.0,4.0,6.1,0.43,5415,0,1,1,0,1,0
14936,3.0,3.0,4.1,0.28,5556,1,0,1,0,0,1
14937,4.0,6.0,8.3,0.64,5347,1,0,0,1,0,1
14938,2.0,6.0,6.9,0.53,5321,0,1,0,1,0,1
14939,4.0,8.0,7.1,0.72,5486,1,0,0,1,0,1
14940,1.0,2.0,4.7,0.37,5507,0,1,0,1,0,1
14941,3.0,6.0,4.7,0.41,5370,1,0,0,1,0,1
14942,3.0,6.0,7.9,0.61,5290,1,0,1,0,0,1
14943,2.0,6.0,8.2,0.7,5413,1,0,0,1,0,1
14944,4.0,7.0,6.8,0.54,5339,0,1,0,1,0,1
14945,1.0,4.0,5.5,0.45,5500,0,1,1,0,0,1
14946,2.0,3.0,2.1,0.14,5411,1,0,1,0,0,1
14948,1.0,4.0,5.8,0.37,5335,1,0,1,0,1,0
14949,3.0,5.0,5.9,0.52,5532,0,1,0,1,0,1
14950,3.0,5.0,6.7,0.52,5605,1,0,1,0,0,1
14951,2.0,5.0,6.8,0.48,5382,0,1,0,1,1,0
14952,0.0,1.0,2.8,0.22,5431,1,0,1,0,0,1
14953,3.0,8.0,7.9,0.76,5512,1,0,1,0,0,1
14955,4.0,4.0,7.0,0.55,5255,1,0,1,0,1,0
14957,1.0,3.0,5.5,0.32,5307,1,0,1,0,0,1
14958,1.0,4.0,6.5,0.47,5368,0,1,0,1,0,1
14959,3.0,7.0,8.0,0.79,5511,1,0,0,1,0,1
14960,2.0,3.0,6.1,0.41,5307,0,1,0,1,0,1
14961,2.0,4.0,5.1,0.47,5406,1,0,0,1,0,1
14962,1.0,4.0,4.5,0.32,5538,1,0,0,1,1,0
14963,2.0,4.0,6.6,0.44,5361,0,1,0,1,0,1
14965,2.0,4.0,6.9,0.54,5577,0,1,0,1,0,1
14966,4.0,8.0,8.0,0.77,5386,1,0,1,0,0,1
14967,3.0,4.0,6.6,0.44,5296,0,1,0,1,0,1
14968,4.0,8.0,8.1,0.78,5449,1,0,1,0,0,1
14969,2.0,5.0,7.1,0.54,5267,0,1,0,1,0,1
14970,3.0,4.0,6.3,0.39,5391,0,1,0,1,0,1
14971,2.0,4.0,3.9,0.28,5452,0,1,1,0,0,1
14972,3.0,7.0,7.4,0.51,5574,0,1,0,1,0,1
14973,3.0,5.0,5.2,0.47,5382,0,1,1,0,1,0
14975,1.0,2.0,4.7,0.31,5480,0,1,0,1,1,0
14976,0.0,1.0,1.3,0.08,5521,0,1,0,1,0,1
14977,0.0,1.0,0.0,0.0,5373,0,1,0,1,1,0
14978,2.0,4.0,5.7,0.35,5443,0,1,1,0,1,0
14979,4.0,8.0,9.7,0.84,5556,0,1,0,1,0,1
14980,1.0,4.0,5.4,0.3,5499,0,1,1,0,0,1
14981,2.0,4.0,3.5,0.3,5489,1,0,1,0,0,1
14982,3.0,5.0,4.7,0.33,5466,0,1,1,0,0,1
14983,2.0,4.0,6.8,0.56,5289,1,0,1,0,1,0
14984,1.0,4.0,4.4,0.32,5572,1,0,0,1,0,1
14985,2.0,4.0,5.9,0.43,5274,0,1,1,0,0,1
14986,2.0,5.0,5.8,0.52,5299,1,0,0,1,1,0
14987,3.0,5.0,5.3,0.42,5480,0,1,1,0,1,0
14988,1.0,2.0,0.8,0.05,5292,0,1,0,1,0,1
14989,3.0,5.0,6.4,0.61,5375,1,0,1,0,1,0
14990,3.0,5.0,5.9,0.48,5335,0,1,1,0,0,1
14991,2.0,3.0,5.3,0.29,5324,0,1,0,1,1,0
14992,5.0,8.0,9.0,0.75,5257,0,1,1,0,0,1
14993,3.0,6.0,6.8,0.54,5533,1,0,0,1,0,1
14994,2.0,5.0,8.2,0.68,5380,0,1,1,0,0,1
14995,2.0,5.0,6.9,0.62,5472,1,0,0,1,0,1
14996,2.0,3.0,5.8,0.5,5252,0,1,1,0,1,0
14997,1.0,3.0,4.9,0.37,5352,0,1,1,0,0,1
14998,3.0,6.0,5.6,0.39,5325,0,1,0,1,1,0
14999,2.0,3.0,4.7,0.25,5502,1,0,0,1,1,0
15000,2.0,5.0,4.9,0.43,5598,0,1,1,0,1,0
15001,2.0,5.0,7.4,0.62,5557,1,0,1,0,0,1
15003,2.0,4.0,6.4,0.49,5514,0,1,0,1,0,1
15004,0.0,2.0,3.1,0.13,5357,0,1,1,0,0,1
15005,1.0,2.0,4.7,0.39,5529,1,0,1,0,1,0
15006,4.0,6.0,7.3,0.64,5525,1,0,1,0,0,1
15007,1.0,2.0,3.3,0.19,5541,0,1,1,0,0,1
15008,4.0,4.0,8.8,0.7,5291,1,0,1,0,0,1
15009,3.0,5.0,5.6,0.42,5409,0,1,1,0,1,0
15010,2.0,4.0,6.9,0.5,5598,1,0,0,1,0,1
15011,2.0,3.0,2.6,0.19,5328,0,1,1,0,1,0
15012,4.0,4.0,5.9,0.73,5321,0,1,1,0,0,1
15013,1.0,3.0,4.5,0.23,5328,0,1,0,1,1,0
15014,4.0,7.0,5.9,0.52,5465,1,0,1,0,0,1
15015,3.0,5.0,5.6,0.37,5353,0,1,1,0,0,1
15016,4.0,8.0,8.1,0.6,5389,1,0,0,1,0,1
15017,2.0,3.0,6.8,0.5,5390,0,1,0,1,0,1
15018,2.0,3.0,5.6,0.41,5331,0,1,0,1,1,0
15019,2.0,4.0,5.2,0.36,5339,1,0,1,0,0,1
15020,3.0,6.0,7.6,0.62,5287,1,0,0,1,0,1
15021,3.0,7.0,6.4,0.57,5585,1,0,1,0,0,1
15022,4.0,9.0,7.5,0.71,5396,1,0,1,0,1,0
15023,2.0,4.0,3.4,0.18,5537,0,1,0,1,0,1
15024,3.0,6.0,5.9,0.47,5353,0,1,1,0,0,1
15025,1.0,2.0,4.7,0.24,5471,0,1,0,1,0,1
15026,2.0,4.0,5.5,0.5,5514,1,0,1,0,0,1
15027,2.0,4.0,5.9,0.67,5339,1,0,1,0,0,1
15028,2.0,3.0,3.4,0.23,5572,0,1,1,0,1,0
15029,1.0,3.0,3.7,0.27,5498,0,1,0,1,0,1
15031,1.0,3.0,5.1,0.36,5598,1,0,1,0,0,1
15032,2.0,5.0,6.8,0.69,5450,0,1,0,1,0,1
15034,0.0,1.0,2.7,0.21,5260,0,1,1,0,1,0
15035,2.0,3.0,4.8,0.44,5608,1,0,1,0,1,0
15036,3.0,6.0,7.5,0.66,5524,1,0,0,1,1,0
15038,1.0,3.0,6.1,0.41,5438,0,1,1,0,0,1
15039,1.0,4.0,5.9,0.32,5295,1,0,0,1,1,0
15040,1.0,3.0,5.9,0.48,5591,0,1,1,0,1,0
15041,1.0,4.0,6.0,0.37,5332,0,1,0,1,0,1
15042,3.0,5.0,4.5,0.37,5510,0,1,1,0,0,1
15043,3.0,4.0,5.1,0.44,5325,0,1,0,1,0,1
15044,1.0,3.0,4.9,0.4,5540,0,1,0,1,0,1
15045,2.0,6.0,6.2,0.58,5419,0,1,0,1,0,1
15046,5.0,10.0,9.8,0.97,5362,1,0,1,0,1,0
15047,3.0,6.0,7.0,0.5,5322,1,0,1,0,0,1
15048,1.0,3.0,4.7,0.4,5370,1,0,0,1,0,1
15049,3.0,4.0,4.7,0.41,5259,0,1,1,0,0,1
15050,2.0,4.0,7.0,0.54,5598,0,1,0,1,0,1
15051,3.0,6.0,5.6,0.45,5489,1,0,0,1,0,1
15053,3.0,4.0,6.8,0.49,5515,1,0,0,1,0,1
15054,4.0,8.0,8.0,0.71,5572,0,1,1,0,0,1
15055,2.0,5.0,4.0,0.31,5286,1,0,0,1,0,1
15056,1.0,3.0,2.7,0.21,5591,0,1,1,0,0,1
15057,0.0,1.0,2.4,0.16,5474,0,1,0,1,1,0
15059,4.0,7.0,6.8,0.67,5320,0,1,1,0,0,1
15060,3.0,7.0,8.0,0.73,5320,0,1,0,1,1,0
15061,1.0,5.0,6.1,0.53,5486,1,0,0,1,0,1
15062,2.0,4.0,3.8,0.19,5305,0,1,1,0,0,1
15063,4.0,7.0,6.4,0.59,5556,1,0,1,0,1,0
15064,4.0,8.0,7.4,0.72,5315,0,1,0,1,0,1
15065,3.0,8.0,7.4,0.7,5470,1,0,1,0,0,1
15066,1.0,1.0,3.5,0.23,5377,0,1,1,0,1,0
15067,4.0,8.0,8.0,0.69,5516,0,1,1,0,0,1
15068,3.0,5.0,5.0,0.41,5359,0,1,1,0,1,0
15069,1.0,3.0,3.2,0.22,5600,0,1,0,1,0,1
15070,3.0,6.0,6.1,0.38,5605,1,0,1,0,1,0
15071,4.0,7.0,8.6,0.68,5614,1,0,1,0,0,1
15072,2.0,4.0,4.6,0.34,5526,1,0,1,0,0,1
15073,3.0,5.0,5.9,0.35,5277,0,1,1,0,0,1
15074,2.0,6.0,8.3,0.65,5462,1,0,0,1,1,0
15075,1.0,3.0,5.1,0.28,5544,1,0,0,1,0,1
15076,3.0,6.0,8.8,0.71,5276,1,0,0,1,0,1
15077,3.0,4.0,5.6,0.43,5395,0,1,0,1,0,1
15078,2.0,4.0,3.9,0.31,5279,0,1,0,1,0,1
15079,3.0,5.0,6.6,0.52,5447,1,0,0,1,1,0
15080,3.0,4.0,6.2,0.43,5418,0,1,1,0,1,0
15081,2.0,3.0,5.2,0.45,5543,1,0,1,0,0,1
15083,2.0,3.0,6.3,0.4,5614,0,1,1,0,0,1
15084,3.0,7.0,8.6,0.75,5581,1,0,1,0,1,0
15085,3.0,5.0,4.9,0.38,5473,0,1,1,0,0,1
15086,2.0,3.0,2.3,0.13,5387,0,1,1,0,0,1
15087,1.0,2.0,4.9,0.37,5413,0,1,0,1,1,0
15089,3.0,6.0,6.6,0.51,5577,0,1,1,0,1,0
15090,2.0,5.0,5.4,0.5,5460,1,0,1,0,0,1
15091,2.0,5.0,7.4,0.67,5428,1,0,1,0,0,1
15092,2.0,4.0,7.3,0.66,5344,1,0,0,1,0,1
15093,2.0,3.0,6.1,0.39,5567,0,1,1,0,0,1
15096,4.0,8.0,5.9,0.72,5376,1,0,1,0,0,1
15097,1.0,3.0,4.5,0.3,5323,0,1,0,1,0,1
15098,3.0,6.0,7.8,0.65,5528,1,0,0,1,0,1
15099,1.0,1.0,5.9,0.09,5273,0,1,1,0,0,1
15100,4.0,7.0,6.1,0.57,5598,1,0,1,0,1,0
15101,3.0,5.0,6.2,0.45,5575,0,1,1,0,0,1
15102,1.0,4.0,4.8,0.37,5299,1,0,0,1,0,1
15103,4.0,8.0,9.2,0.78,5562,0,1,0,1,1,0
15104,1.0,2.0,1.8,0.12,5322,0,1,0,1,0,1
15105,2.0,2.0,4.8,0.29,5572,1,0,1,0,0,1
15106,1.0,4.0,6.3,0.46,5370,0,1,1,0,1,0
15107,2.0,4.0,6.9,0.62,5543,1,0,0,1,0,1
15108,4.0,7.0,8.5,0.8,5578,0,1,1,0,0,1
15110,4.0,8.0,8.7,0.68,5458,0,1,0,1,0,1
15111,2.0,4.0,8.3,0.63,5521,0,1,0,1,0,1
15112,3.0,7.0,6.4,0.55,5303,1,0,0,1,1,0
15113,2.0,6.0,5.9,0.52,5549,1,0,0,1,0,1
15114,2.0,5.0,7.3,0.74,5388,0,1,0,1,1,0
15115,2.0,5.0,5.9,0.55,5473,0,1,0,1,0,1
15116,1.0,2.0,4.2,0.24,5600,1,0,0,1,0,1
15117,3.0,4.0,5.9,0.49,5418,0,1,1,0,0,1
15118,2.0,4.0,5.4,0.43,5550,0,1,0,1,0,1
15120,2.0,3.0,4.0,0.24,5285,0,1,1,0,0,1
15121,1.0,3.0,4.3,0.31,5374,0,1,0,1,1,0
15122,1.0,3.0,4.0,0.35,5509,0,1,1,0,0,1
15123,2.0,4.0,6.6,0.45,5538,0,1,1,0,0,1
15124,2.0,5.0,6.3,0.47,5292,1,0,1,0,1,0
15125,4.0,7.0,7.7,0.78,5548,1,0,1,0,0,1
15126,2.0,5.0,6.1,0.46,5318,1,0,1,0,1,0
15127,0.0,1.0,3.2,0.15,5564,0,1,0,1,0,1
15128,1.0,3.0,4.9,0.37,5310,0,1,0,1,1,0
15129,3.0,5.0,6.1,0.43,5529,0,1,1,0,1,0
15130,3.0,7.0,7.3,0.66,5365,1,0,0,1,0,1
